positions,gain colours,directions,wheelSpeed,brakes,steering,throttle
"[-0.7328505811747164, 144.83580830693245, 0.21690616048545053]",K1,"[0.006749724503606558, 0.9999756217002869, -0.00177253526635468]",22.084932313309547,0.0,0.7000002639673055,0.14535225428678755
"[-0.721064270939678, 146.6794910132885, 0.21691085808470234]",K1,"[0.006455407477915287, 0.9999775290489197, -0.0017959523247554898]",22.106864724367252,0.0,0.7066139219396597,0.1449255838846094
"[-0.7097832411527634, 148.5228243470192, 0.216915721019177]",K1,"[0.006140780169516802, 0.9999794363975525, -0.0018340526148676872]",22.227051012616364,0.0,0.6972678439715427,0.1445448266635757
"[-0.6990298528689891, 150.37126252055168, 0.21692670839365746]",K1,"[0.005868430249392986, 0.9999810457229614, -0.0018754703924059868]",22.2831967522326,0.0,0.6954753476252353,0.14324198079238498
"[-0.6887297360226512, 152.2302853167057, 0.2169652697039055]",K1,"[0.005589804612100124, 0.9999825954437256, -0.0018812919734045863]",22.2904436540748,0.0,0.7231880396724053,0.14220526203007933
"[-0.6789740606909618, 154.0886588394642, 0.21697943430626765]",K1,"[0.005303502548485994, 0.999984085559845, -0.0019244060385972261]",22.442868577203125,0.0,0.747842414499501,0.1416034939370494
"[-0.669725303654559, 155.9518879055977, 0.21698044761797064]",K1,"[0.005006616935133934, 0.9999855756759644, -0.0019521944923326373]",22.41497508323239,0.0,0.7330661534523529,0.14019674609392146
"[-0.6610219497233629, 157.8254710137844, 0.21698080935675534]",K1,"[0.004671272821724415, 0.9999870657920837, -0.001998376101255417]",22.556364484671537,0.0,0.72423045129327,0.14022457610132702
"[-0.654467067681253, 159.32097348570824, 0.21702090447979572]",K1,"[0.00441701477393508, 0.9999881982803345, -0.002001065295189619]",22.521805667337144,0.0,0.6843619782421361,0.13912600489181526
"[-0.6466933308402076, 161.20300167798996, 0.2170517355323227]",K1,"[0.004127503838390112, 0.9999894499778748, -0.002043183660134673]",22.621223479576127,0.0,0.6863894232120743,0.13913757494669748
"[-0.639528100960888, 163.0839779675007, 0.21709396787355217]",K1,"[0.003914444241672754, 0.9999902248382568, -0.0020328534301370382]",22.648016726326965,0.0,0.7139963234959079,0.13772265158768815
"[-0.6328124977881089, 164.9695037305355, 0.2171040873417951]",K1,"[0.003685617120936513, 0.9999910593032837, -0.0020431475713849068]",22.695622816750898,0.0,0.7244114571382191,0.13717384307699987
"[-0.6277146470965818, 166.4845072031021, 0.21709760327848926]",K1,"[0.003450641641393304, 0.9999918937683105, -0.0020683198235929012]",22.788356088990174,0.0,0.6938137491759273,0.1368687772651032
"[-0.6217559312935919, 168.3779849410057, 0.2171373641140235]",K1,"[0.00317333173006773, 0.9999929070472717, -0.0020481387618929148]",22.791105032205408,0.0,0.6700980693495919,0.13610732279022034
"[-0.6173116087447852, 169.89932695031166, 0.2171589766658144]",K1,"[0.0029646926559507847, 0.9999934434890747, -0.002065775217488408]",22.801133781768154,0.0,0.6821899925033036,0.1356771633752466
"[-0.6121864493470639, 171.80060890316963, 0.21717760412229836]",K1,"[0.002707241801545024, 0.999994158744812, -0.002092580311000347]",22.893296687460584,0.0,0.6871627778721845,0.1353304911767638
"[-0.6075030393549241, 173.71186882257462, 0.21718267252003898]",K1,"[0.0024346557911485434, 0.9999947547912598, -0.0021107830107212067]",22.958159300590623,0.0,0.6811098047705928,0.1343643299977778
"[-0.6041541992453858, 175.23700577020645, 0.21719056157053274]",K1,"[0.00221057515591383, 0.9999952912330627, -0.002123600570484996]",23.032296423467972,0.0,0.6155602852118437,0.1342403327994241
"[-0.6003239129204303, 177.1557698249817, 0.21720704732661034]",K1,"[0.0019815980922430754, 0.9999958276748657, -0.002137108938768506]",23.040837897934583,0.0,0.597400382264177,0.1335865432647902
"[-0.5969659933471121, 179.07287567853928, 0.217235113696006]",K1,"[0.00175969279371202, 0.9999961256980896, -0.002143828896805644]",23.037102721390482,0.0,0.6414587548086157,0.13281849230391243
"[-0.5940172275877558, 180.99403309822083, 0.21727754245102915]",K1,"[0.001552355824969709, 0.9999964833259583, -0.002153190318495035]",23.078416389988014,0.0,0.6121077886573165,0.13293643129374463
"[-0.5914723787573166, 182.92498862743378, 0.2172837195480497]",K1,"[0.0013450580881908536, 0.9999967813491821, -0.0021600157488137484]",23.144207346427702,0.0,0.602470683218823,0.13248385750763558
"[-0.5893339561589528, 184.85411536693573, 0.21730650828249054]",K1,"[0.0011306020896881819, 0.9999970197677612, -0.002176733920350671]",23.19492230218153,0.0,0.6007364180409576,0.13174302294857176
"[-0.5875657641154248, 186.78715071082115, 0.2173225600895421]",K1,"[0.00093466677935794, 0.9999971985816956, -0.002196857938542962]",23.25275820849086,0.0,0.5401543235471092,0.13174331990672508
"[-0.5861319790128618, 188.7298691868782, 0.21733530911433263]",K1,"[0.0007641577976755798, 0.9999973177909851, -0.002223899122327566]",23.28805287890142,0.0,0.5696754383959457,0.13074992628197915
"[-0.5852629049331881, 190.2798091173172, 0.21735693077425822]",K1,"[0.0006207118276506662, 0.9999973177909851, -0.0022318284027278423]",23.319060829785645,0.0,0.4994407663927447,0.13102553602335704
"[-0.5844280702149263, 192.22941145300865, 0.2173724466811109]",K1,"[0.000476161134429276, 0.9999973773956299, -0.002231196267530322]",23.35405436069134,0.0,0.5076842898787792,0.13053438416984994
"[-0.5838840516807977, 194.17694598436356, 0.2173746031239716]",K1,"[0.0003270713787060231, 0.9999973773956299, -0.0022438359446823597]",23.41032966564869,0.0,0.5242866618132933,0.1299204149171572
"[-0.5836599759531964, 196.12821730971336, 0.21740143139686552]",K1,"[0.00017700374883133918, 0.9999974370002747, -0.0022525133099406958]",23.490028996832336,0.0,0.4707305412640076,0.12986574915298976
"[-0.583597910679714, 198.08902016282082, 0.2174224813784349]",K1,"[9.006215259432793e-05, 0.9999973773956299, -0.002292362041771412]",23.550010170733326,0.0,0.48365601898447635,0.12891120693690078
"[-0.5838046807475621, 200.04756584763527, 0.2174039401461414]",K1,"[-1.9512022845447063e-05, 0.9999973177909851, -0.0023336142767220736]",23.570946307136808,0.0,0.4371257768000184,0.12881390311317106
"[-0.5841329815302743, 201.62050315737724, 0.21741194762489613]",K1,"[-0.0001305949263041839, 0.9999971985816956, -0.002344484906643629]",23.596558970048612,0.0,0.45186698372036377,0.12837241256486326
"[-0.5846307445754064, 203.18980714678764, 0.21743575680011418]",K1,"[-0.0002404951665084809, 0.9999971985816956, -0.002363560488447547]",23.5923168504173,0.0,0.4044188694468779,0.12854788738575568
"[-0.5854111227818066, 205.1635100543499, 0.21739421646725532]",K1,"[-0.00036860883119516075, 0.9999971389770508, -0.0023891115561127663]",23.674931721235257,0.0,0.3981473544014463,0.12853886062517805
"[-0.5863555064133834, 207.13482856750488, 0.2173719221238457]",K1,"[-0.0005470181931741536, 0.9999970197677612, -0.0023717498406767845]",23.720328668458098,0.0,0.39975719621064437,0.12770169025035885
"[-0.587659051438095, 209.10955148935318, 0.21736022224149565]",K1,"[-0.0006773538771085441, 0.9999969601631165, -0.0023719759192317724]",23.74607264138142,0.0,0.37035994681676004,0.12745293218586382
"[-0.5891785924322903, 211.09363225102425, 0.2174043003760744]",K1,"[-0.0007300939178094268, 0.9999968409538269, -0.0024070274084806442]",23.780848052844295,0.0,0.3380423629828405,0.12744791701591524
"[-0.5908983141707722, 213.0752001106739, 0.21740116186811065]",K1,"[-0.0008190017542801797, 0.9999966025352478, -0.002474668202921748]",23.837278348533136,0.0,0.3512320590448509,0.12696438159412352
"[-0.5924013725889381, 214.66645696759224, 0.21741578058390587]",K1,"[-0.0008606505580246449, 0.9999966025352478, -0.0024703675881028175]",23.87004100701086,0.0,0.2777292245201395,0.12717995360394
"[-0.5943994888220914, 216.65405970811844, 0.2174089371928858]",K1,"[-0.0009432715596631169, 0.9999964237213135, -0.0025058123283088207]",23.893014385520672,0.0,0.3110759592862196,0.12651132568004486
"[-0.5960890353890136, 218.2501459121704, 0.21739500528468625]",K1,"[-0.0009695449844002724, 0.9999963045120239, -0.0025379471480846405]",23.956254862667492,0.0,0.24844247241797268,0.12689813196053729
"[-0.5982887001009658, 220.2437256872654, 0.21740153331938927]",K1,"[-0.0010681478306651115, 0.9999962449073792, -0.002534656086936593]",23.965223343796865,0.0,0.27081697062254007,0.126106097447569
"[-0.6006308624637313, 222.240587413311, 0.21738891350196354]",K1,"[-0.001099494518712163, 0.9999960660934448, -0.0025820075534284115]",24.012850831111727,0.0,0.22497520639182747,0.12641639186457865
"[-0.603018904424971, 224.2467065155506, 0.21740182870416902]",K1,"[-0.0011259104358032346, 0.9999960660934448, -0.002559487707912922]",24.042681820622935,0.0,0.24885093341542902,0.1257339242383602
"[-0.6055360262398608, 226.2499960064888, 0.21737602162011171]",K1,"[-0.0011399629293009639, 0.9999958872795105, -0.002627849578857422]",24.107732281418983,0.0,0.2186586683103196,0.12577706576408101
"[-0.6080746644875035, 228.25646018981934, 0.2174028564868422]",K1,"[-0.001161117572337389, 0.9999958872795105, -0.002615278121083975]",24.119476486971454,0.0,0.1742364125613937,0.125688536567531
"[-0.6106382117141038, 230.272140532732, 0.2174105122178389]",K1,"[-0.0011489231837913394, 0.9999958276748657, -0.0026577755343168974]",24.180510726067045,0.0,0.20201297323859743,0.1252752613655707
"[-0.6132148990291171, 232.28491029143333, 0.21742288135430954]",K1,"[-0.0011645449558272958, 0.9999958276748657, -0.002662165090441704]",24.189425005826738,0.0,0.17836071113152524,0.12502719663528403
"[-0.6157762705697678, 234.3008600473404, 0.2174108240797068]",K1,"[-0.0011692303232848644, 0.9999958276748657, -0.0026462720707058907]",24.235192001617538,0.0,0.11798175436647039,0.12557536467322744
"[-0.6183555189636536, 236.32598289847374, 0.21738682069189963]",K1,"[-0.0011776491301134229, 0.9999957084655762, -0.0026952570769935846]",24.28882855202202,0.0,0.1487171251255298,0.12486286428095661
"[-0.6209647317300551, 238.34812647104263, 0.21741261244005727]",K1,"[-0.0011796356411650777, 0.9999957084655762, -0.002661151345819235]",24.32287875108796,0.0,0.14321075805134614,0.12446398027228225
"[-0.623075959039852, 239.97171542048454, 0.21740470852728322]",K1,"[-0.0011899002129212022, 0.9999956488609314, -0.002703456673771143]",24.325605025841256,0.0,0.10777184340611524,0.124551949974291
"[-0.6257119249203242, 241.99934476613998, 0.21741483530240657]",K1,"[-0.0011703291675075889, 0.9999956488609314, -0.002715860726311803]",24.4090080350338,0.0,0.11860627393582912,0.12440421054937847
"[-0.6283603991614655, 244.03000885248184, 0.2174406188444209]",K1,"[-0.0011487971059978008, 0.9999957084655762, -0.0026917350478470325]",24.416092121349692,0.0,0.0968972054326443,0.12395597774472661
"[-0.6309679598198272, 246.06979459524155, 0.21744701279021683]",K1,"[-0.0011122266296297312, 0.9999957084655762, -0.0027233599685132504]",24.423691649190467,0.0,0.05925780784662263,0.12431647946615115
"[-0.6334485817351379, 248.10646882653236, 0.2174320577519211]",K1,"[-0.0010201011318713427, 0.9999957084655762, -0.002748707542195916]",24.490365261196008,0.0,0.04649929280742844,0.12442471367645597
"[-0.6357873022498097, 250.14612156152725, 0.21742547599569662]",K1,"[-0.0009126825607381761, 0.9999957084655762, -0.002763590309768915]",24.540834666277526,0.0,0.06701876638275273,0.1237430148683652
"[-0.6379869918164331, 252.19484028220177, 0.21743208379120915]",K1,"[-0.0008752151625230908, 0.9999958276748657, -0.002760463859885931]",24.50804116759751,0.0,0.06934044704232173,0.1234046908770888
"[-0.64001137248124, 254.2403492629528, 0.21741409093101538]",K1,"[-0.0007741408189758658, 0.9999958872795105, -0.0027782637625932693]",24.60600372966646,0.0,0.06129126222141425,0.12380189188356455
"[-0.6418380810064264, 256.28876107931137, 0.21740274395358483]",K1,"[-0.0007021595374681056, 0.9999958872795105, -0.002784979995340109]",24.649298769329206,0.0,0.023157346263025822,0.12348778329673435
"[-0.643198310455773, 257.93324625492096, 0.21734161227323057]",K1,"[-0.0006182454526424408, 0.9999957084655762, -0.002858263673260808]",24.60518923082398,0.0,0.0048322440903495805,0.12339205470061773
"[-0.64469497880782, 259.9867710471153, 0.2173454363789915]",K1,"[-0.0005132855731062591, 0.9999957084655762, -0.00288206385448575]",24.70106770366587,0.0,0.05725880697382056,0.12329113623638027
"[-0.6460896241187584, 262.0493170619011, 0.21738611166620103]",K1,"[-0.00044458481715992093, 0.9999957084655762, -0.0028760165441781282]",24.774462165491645,0.0,0.03426310278762774,0.12283827783490553
"[-0.6473535336117493, 264.10849037766457, 0.21740064179948604]",K1,"[-0.00042927320464514196, 0.9999957084655762, -0.0028841705061495304]",24.807514029326743,0.0,0.005494711460249317,0.12259794082177752
"[-0.648258784567588, 265.7615305185318, 0.21740934028048287]",K1,"[-0.0003434408572502434, 0.9999958276748657, -0.0028633191250264645]",24.73938835203007,0.0,-0.022941036681425882,0.12263764868244031
"[-0.6492619631753769, 267.8256722986698, 0.2174061653413446]",K1,"[-0.00022680054826196283, 0.9999958276748657, -0.002881736261770129]",24.758070352331185,0.0,0.044205903488007216,0.12258395880472361
"[-0.6498940005112672, 269.4827002584934, 0.21742639103831607]",K1,"[-7.750324584776536e-05, 0.9999958872795105, -0.0028706188313663006]",24.86916929879364,0.0,0.04296410226002832,0.12255846545447627
"[-0.6503645665507065, 271.1352750658989, 0.2174097925735623]",K1,"[-4.8026549848145805e-06, 0.9999958872795105, -0.0028546906542032957]",24.855925826424404,0.0,0.008281072214171275,0.12214662913470972
"[-0.6507343393750489, 273.2127050459385, 0.2174140681809149]",K1,"[7.476908649550751e-05, 0.9999958872795105, -0.002850678050890565]",24.924447683868237,0.0,0.043976565187409694,0.12195323985042811
"[-0.6509138038782112, 275.28657308220863, 0.21742467196600046]",K1,"[0.00015323961270041764, 0.9999958872795105, -0.0028528741095215082]",24.977727837918962,0.0,0.0329381272936947,0.1215771319298854
"[-0.6508920015585318, 277.3630522489548, 0.2174193682067198]",K1,"[0.00023003255773801357, 0.9999958276748657, -0.0028756405226886272]",24.99881389890664,0.0,0.020042622782904595,0.12134702290946839
"[-0.6506738333300746, 279.4483805298805, 0.21744333711012587]",K1,"[0.00030483445152640343, 0.9999958276748657, -0.0028843055479228497]",24.949009787373374,0.0,0.009987489459655703,0.12135441806126787
"[-0.6502622325933771, 281.53007528185844, 0.21743633586629585]",K1,"[0.0004124952247366309, 0.9999957084655762, -0.002912741620093584]",24.949813843225357,0.0,0.013702575277932791,0.12180709288109931
"[-0.6496912032016553, 283.6143614053726, 0.2174439649879787]",K1,"[0.0005124557646922767, 0.9999956488609314, -0.0029292767867445946]",25.076563500864495,0.0,0.011312262257132631,0.12193416985076755
"[-0.6491063174034934, 285.28741204738617, 0.21746395463833323]",K1,"[0.0005880275857634842, 0.9999956488609314, -0.0029227978084236383]",25.056507374397782,0.0,0.015009577910988735,0.12093579948091107
"[-0.6482188945374219, 287.3763156533241, 0.21748992586572058]",K1,"[0.0006924003246240318, 0.9999954700469971, -0.002935113152489066]",25.17472161296603,0.0,0.06959793833887713,0.12060250052967111
"[-0.6472005804243963, 289.4739909172058, 0.21750918135057873]",K1,"[0.0007658936665393412, 0.9999953508377075, -0.0029411488212645054]",25.047049911566884,0.0,0.06319625581177331,0.11978671620191939
"[-0.6460613150702557, 291.56783187389374, 0.21749500286387047]",K1,"[0.000775223015807569, 0.9999953508377075, -0.002938967663794756]",25.225331528451648,0.0,0.09108325252551654,0.12063366235015
"[-0.644821321737254, 293.66411700844765, 0.21751998682157136]",K1,"[0.0007768641808070242, 0.9999954700469971, -0.0029187253676354885]",25.17058836732962,0.0,0.06845323689433337,0.1193913361144851
"[-0.643429697753163, 295.76910921931267, 0.21752302699951542]",K1,"[0.0008639484294690192, 0.9999952912330627, -0.002954707946628332]",25.30999447725126,0.0,0.08001264947229322,0.11972863292839553
"[-0.6419604397960939, 297.8701713383198, 0.21749889612237894]",K1,"[0.0009352446650154889, 0.9999951124191284, -0.0029952269978821278]",25.171789451980978,0.0,0.07149098253526397,0.11874059730891123
"[-0.6403638847696129, 299.97356402873993, 0.21752338689657336]",K1,"[0.0009477586136199534, 0.9999951124191284, -0.00298541272059083]",25.342747849743873,0.0,0.10241613447612063,0.11964127540484995
"[-0.6386590913753025, 302.0856373310089, 0.21752711635872402]",K1,"[0.0010043472284451127, 0.9999949932098389, -0.0029738894663751125]",25.235060670620946,0.0,0.08366861688993593,0.11842235196194417
"[-0.6347175476839766, 304.1927812099457, 0.2177727733978827]",K2,"[0.0019129610154777765, 0.9999929070472717, -0.0032478347420692444]",25.311506838984698,0.0,-15.236375482483398,0.07292556089026647
"[-0.616552775260061, 306.2979365885258, 0.21833849716495024]",K2,"[0.00913761556148529, 0.9999503493309021, -0.003970298450440168]",25.333375839021183,0.0,-31.766458717705717,0.07275123599983162
"[-0.5740094892680645, 308.40633594989777, 0.21811518204049207]",K2,"[0.02570485882461071, 0.9996585845947266, -0.004694768227636814]",25.31362872407791,0.0,-34.59452832097398,0.07122410353156788
"[-0.5008920934051275, 310.50508055090904, 0.21794252249901547]",K2,"[0.04758433625102043, 0.9988536834716797, -0.0052075861021876335]",25.293711208595056,0.0,-34.591789018721016,0.06799145821747203
"[-0.3901582695543766, 312.59970504045486, 0.21833940452779643]",K2,"[0.07130348682403564, 0.9974392056465149, -0.005556581541895866]",25.168333938005937,0.0,-34.59104564819906,0.06386645548916554
"[-0.23662763461470604, 314.6949851810932, 0.21896954176190775]",K2,"[0.0958009883761406, 0.9953827857971191, -0.005937229376286268]",25.250183433147406,0.0,-34.45410411738345,0.059010013676718785
"[-0.038213737308979034, 316.7769137620926, 0.21981966639577877]",K2,"[0.1201753094792366, 0.9927334785461426, -0.006172797176986933]",25.16151564553394,0.0,-34.58451574633446,0.05488513414073651
"[0.20719576999545097, 318.85010635852814, 0.22055616512079723]",K2,"[0.14430876076221466, 0.9895120859146118, -0.00638577900826931]",25.075834733304948,0.0,-34.492549863013004,0.05012013566207174
"[0.4383532404899597, 320.5050468444824, 0.22101607717195293]",K2,"[0.16336433589458466, 0.9865441918373108, -0.0065328823402523994]",25.05412667441235,0.0,-34.4024222248762,0.04544655755068876
"[0.7696828916668892, 322.5586033463478, 0.2213281102849578]",K2,"[0.1867598444223404, 0.9823828935623169, -0.006687705870717764]",25.046794533927795,0.0,-34.389403614441306,0.04196924302868779
"[1.149890199303627, 324.6053502559662, 0.22144996075394374]",K2,"[0.20988141000270844, 0.977703332901001, -0.006783615332096815]",25.032598616733246,0.0,-34.396677794867514,0.03781395680563343
"[1.5761280730366707, 326.63159507513046, 0.22142281891137827]",K2,"[0.23265893757343292, 0.972533643245697, -0.006942477077245712]",24.913489568578118,0.0,-34.392706617410155,0.03372422300144377
"[1.9515026658773422, 328.2450415790081, 0.22137669833318796]",K2,"[0.250749409198761, 0.9680265188217163, -0.007027623243629932]",24.82566983257357,0.0,-34.25053084725189,0.02931473067565474
"[2.4609288349747658, 330.24222099781036, 0.22123531446777633]",K2,"[0.2731130123138428, 0.9619550108909607, -0.00719151645898819]",24.684239639238253,0.0,-34.144755750113326,0.02587444917049411
"[3.0153992250561714, 332.22151961922646, 0.22113801576051628]",K2,"[0.2951776385307312, 0.9554139375686646, -0.007372884079813957]",24.697628981376443,0.0,-33.96939085671786,0.021531742489033855
"[3.4918998777866364, 333.7948446571827, 0.22110371921371552]",K2,"[0.31269076466560364, 0.9498258233070374, -0.00743580237030983]",24.63817094746139,0.0,-33.99214038823202,0.01791317919398028
"[4.125410690903664, 335.73900482058525, 0.22101244038822188]",K2,"[0.33434781432151794, 0.9424195289611816, -0.0075504593551158905]",24.52600904970474,0.0,-33.91787839094801,0.014790402811631478
"[4.803624719381332, 337.66779202222824, 0.22094141577417759]",K2,"[0.3557793200016022, 0.9345383048057556, -0.007697475608438253]",24.5046960527502,0.0,-33.77400020514381,0.010814915800151922
"[5.521686494350433, 339.56865614652634, 0.22093175489499117]",K2,"[0.37687695026397705, 0.9262306094169617, -0.007783846464008093]",24.387637760149147,0.0,-33.745512479654664,0.00729056850116894
"[6.280592992901802, 341.4463077187538, 0.22087448464662884]",K2,"[0.3978038728237152, 0.9174363017082214, -0.007918568328022957]",24.342686557308,0.0,-33.590912810905905,0.003477424682140993
"[7.081889510154724, 343.3052897155285, 0.22077825662654504]",K2,"[0.4184468686580658, 0.9082057476043701, -0.008039318956434727]",24.186580886389784,0.0,-33.527399188993776,0.0
"[7.919768646359444, 345.13357082009315, 0.22071466555439656]",K2,"[0.43873485922813416, 0.8985799551010132, -0.008114170283079147]",24.145579886516867,0.0,-33.31790183240448,0.0037749552659682127
"[8.79587309062481, 346.9363521337509, 0.2206351972813536]",K2,"[0.4586956799030304, 0.8885570168495178, -0.008038240484893322]",24.106633385268033,0.0,-33.26528269513919,0.007258269347158008
"[9.712413877248764, 348.71838915348053, 0.2206136604868334]",K2,"[0.4784253239631653, 0.8780927062034607, -0.007897435687482357]",23.97968969047971,0.0,-33.194888226455255,0.010186570540461761
"[10.663033410906792, 350.4685887694359, 0.22059553940380283]",K2,"[0.4977782070636749, 0.8672701120376587, -0.007715489249676466]",23.88929498168,0.0,-33.01653131428842,0.013587645884313795
"[11.451261639595032, 351.85255590081215, 0.22054673005959557]",K2,"[0.5130807757377625, 0.8583067655563354, -0.00759326945990324]",23.866179477444607,0.0,-32.88297608773963,0.016725148485752038
"[12.259187132120132, 353.2139151394367, 0.2205457980708161]",K2,"[0.5280470848083496, 0.84918212890625, -0.007477812469005585]",23.8602940048241,0.0,-32.83919767896074,0.01899660518494325
"[13.092573285102844, 354.5627467036247, 0.220555216995308]",K2,"[0.5429121255874634, 0.8397570848464966, -0.007373714353889227]",23.751077228480945,0.0,-32.81708384713423,0.021132253225822975
"[14.162656337022781, 356.219941586256, 0.22047160849433567]",K2,"[0.5612145662307739, 0.8276390433311462, -0.007201378233730793]",23.74965723226718,0.0,-32.658778103058324,0.023615646928420247
"[15.269561037421227, 357.853668063879, 0.22038618451733782]",K2,"[0.5793166756629944, 0.815071702003479, -0.0070836604572832584]",23.677090202470882,0.0,-32.63465750068562,0.026105720235777684
"[16.174754604697227, 359.1340971291065, 0.2203671684571873]",K2,"[0.593502938747406, 0.8048011660575867, -0.007014456205070019]",23.629622167512377,0.0,-32.516604334857604,0.028814318254536772
"[17.340457156300545, 360.71559393405914, 0.22038488050202432]",K2,"[0.6110686659812927, 0.7915477156639099, -0.0068853264674544334]",23.601675537827376,0.0,-32.43466743918618,0.030865809326269197
"[18.534305572509766, 362.2628230750561, 0.2203552681586416]",K2,"[0.6282727718353271, 0.7779636383056641, -0.00677281292155385]",23.533816427530017,0.0,-32.37107104849987,0.033238337327077996
"[19.51392090320587, 363.4817927479744, 0.22033227984616133]",K2,"[0.6418388485908508, 0.7668103575706482, -0.006693900562822819]",23.492774323715725,0.0,-32.254524564955084,0.035689357845132746
"[20.50933475792408, 364.67684587836266, 0.22032356371164497]",K2,"[0.6551126837730408, 0.7555021643638611, -0.006630603224039078]",23.42723415917589,0.0,-32.17605975779272,0.037511485998114553
"[21.786148488521576, 366.1497457921505, 0.22029564329159257]",K2,"[0.671514093875885, 0.7409630417823792, -0.006530293263494968]",23.399031490495574,0.0,-32.06542542504967,0.03937824981878897
"[22.82399958372116, 367.3005168437958, 0.22025585065512132]",K2,"[0.6843404173851013, 0.7291344404220581, -0.006419599987566471]",23.359820068627577,0.0,-31.994778606582752,0.04142323584990629
"[24.15298557281494, 368.71706143021584, 0.22021168809533265]",K2,"[0.7001045346260071, 0.7140122056007385, -0.006336797494441271]",23.306892042082282,0.0,-31.916489773394726,0.04307807267907081
"[25.505956262350082, 370.0975725054741, 0.2202269313593206]",K2,"[0.715431272983551, 0.6986549496650696, -0.006278819404542446]",23.221527097321918,0.0,-31.810552894010392,0.04505142446420542
"[26.886276245117188, 371.44596353173256, 0.22020168183598798]",K2,"[0.7304159998893738, 0.6829743385314941, -0.006200570147484541]",23.213309662377664,0.0,-31.660899878578352,0.047048907530587186
"[28.297442317008972, 372.7658360898495, 0.22019974126305897]",K2,"[0.7450251579284668, 0.6670082807540894, -0.006112477742135525]",23.23685573893421,0.0,-31.60963827189555,0.048648545781483976
"[29.439910799264908, 373.79338777065277, 0.22017185959725794]",K2,"[0.7563776969909668, 0.6541069746017456, -0.006073197815567255]",23.199017035423896,0.0,-31.598513203297607,0.050040685526244535
"[30.8972347676754, 375.05371430516243, 0.22012215826725878]",K2,"[0.7703193426132202, 0.637630045413971, -0.005998827051371336]",23.13156206454169,0.0,-31.514677311843258,0.05129517826333764
"[32.374714225530624, 376.27685265243053, 0.22008113824631437]",K2,"[0.7838504314422607, 0.6209211945533752, -0.005936069879680872]",23.054722624731262,0.0,-31.382252203837687,0.05287333198071118
"[33.57658299803734, 377.2332351207733, 0.2200651939990621]",K2,"[0.7943698167800903, 0.607405960559845, -0.005889278836548328]",23.098359252355742,0.0,-31.23596703086712,0.054386667129085006
"[35.09638753533363, 378.3954250663519, 0.2200424772745464]",K2,"[0.8071262836456299, 0.5903499126434326, -0.005839033052325249]",23.059231888147494,0.0,-31.254753216338614,0.05511948334285983
"[36.63868206739426, 379.5233293771744, 0.22002464623892592]",K2,"[0.8195409774780273, 0.5729914307594299, -0.005778566002845764]",22.996340875243302,0.0,-31.15491337975454,0.056305591062851774
"[37.89098274707794, 380.4027787297964, 0.21998369571883813]",K2,"[0.8291802406311035, 0.558951735496521, -0.005761376116424799]",22.96156586747979,0.0,-31.022503343586905,0.057494556017144496
"[39.47178018093109, 381.46834495663643, 0.21995891591791406]",K2,"[0.8407999277114868, 0.5413159132003784, -0.005711336154490709]",22.977693246316765,0.0,-30.936346621558954,0.05833079232145735
"[41.077763736248016, 382.5019815862179, 0.21994012068847724]",K2,"[0.852055549621582, 0.5234206914901733, -0.005672266241163015]",22.913119796967884,0.0,-30.903867611476482,0.05902125856307019
"[42.69855451583862, 383.4972043931484, 0.21992290538673842]",K2,"[0.8628683686256409, 0.5053975582122803, -0.005618507508188486]",22.86840620054728,0.0,-30.76609394817194,0.05996537352314699
"[44.33812141418457, 384.45704613626003, 0.21987985810619648]",K2,"[0.8732776641845703, 0.48719051480293274, -0.005612483248114586]",22.88258346030429,0.0,-30.652305135682568,0.060719313694511036
"[45.665788382291794, 385.2009432762861, 0.21987096965244746]",K2,"[0.8813247680664062, 0.47247806191444397, -0.0055813477374613285]",22.83050657510321,0.0,-30.614399016500734,0.061165423860010185
"[47.33723333477974, 386.09646762907505, 0.21983021620417276]",K2,"[0.8909618258476257, 0.4540441930294037, -0.005554472096264362]",22.859844439659035,0.0,-30.500457678521535,0.06170038450530894
"[49.03036913275719, 386.95855352282524, 0.21977936580879032]",K2,"[0.9002376794815063, 0.4353637397289276, -0.0055300332605838776]",22.851901309171943,0.0,-30.479994424711645,0.06191403785348236
"[50.390164852142334, 387.61913722753525, 0.21975532258306885]",K2,"[0.9073345065116882, 0.4203733503818512, -0.005517749115824699]",22.767085140270325,0.0,-30.40951880801227,0.06218289968351453
"[52.11123397946358, 388.41576986014843, 0.21977186948765848]",K2,"[0.9158741235733032, 0.40142735838890076, -0.005543561652302742]",22.793313364869704,0.0,-30.250560839267123,0.06264138414372922
"[53.84167397022247, 389.17345918715, 0.21977181994952844]",K2,"[0.9239394664764404, 0.3824992775917053, -0.005499731749296188]",22.680826242712424,0.0,-30.222874092499723,0.06262495367538476
"[55.23901104927063, 389.7545764744282, 0.21973022507586393]",K2,"[0.9300999045372009, 0.36726537346839905, -0.00551080284640193]",22.74757393504605,0.0,-30.016921605379373,0.06312844323922544
"[56.99340572953224, 390.4463626295328, 0.21967136689272593]",K2,"[0.9374086260795593, 0.3481880724430084, -0.005478767212480307]",22.71686064812985,0.0,-30.04979159706022,0.06272237983216776
