positions,gain colours,directions,wheelSpeed,brakes,steering,throttle
"[-0.0751116294413805, -1.5564728379249573, 0.2173028859324404]",K1,"[-0.012568399310112, 0.9998883008956909, 0.008090498857200146]",8.517763027866296,0.0,3.031165155873511,0.21754386999027753
"[-0.08592767966911197, -0.8281185477972031, 0.21714231056103017]",K1,"[-0.013481130823493004, 0.9998810887336731, 0.007492086384445429]",8.770041030115436,0.0,3.0693784166986,0.21389864640193806
"[-0.09769493341445923, -0.07581926882266998, 0.21706592509849543]",K1,"[-0.014401688240468502, 0.9998721480369568, 0.006940877065062523]",9.087504425882438,0.0,1.5244175973609173,0.22720308949759077
"[-0.11017439607530832, 0.6965112388134003, 0.21728256675805824]",K1,"[-0.015119939111173153, 0.9998618364334106, 0.006897214334458113]",9.29571031006715,0.0,2.9761084138216605,0.20826595444205934
"[-0.12104708678089082, 1.3296719193458557, 0.2172742375805683]",K1,"[-0.015864230692386627, 0.9998542666435242, 0.00631042942404747]",9.476314903415833,0.0,2.8125553143178776,0.20752644992200953
"[-0.13559370930306613, 2.1364031732082367, 0.21722229191072984]",K1,"[-0.01687312126159668, 0.9998416900634766, 0.005661169532686472]",9.730397111315801,0.0,2.6241694156258486,0.20725502452382064
"[-0.151254826458171, 2.961436688899994, 0.21715320694966067]",K1,"[-0.01792302541434765, 0.9998264312744141, 0.005089953076094389]",9.937001074782035,0.0,2.6276613846710655,0.20407160164308535
"[-0.1647030315361917, 3.6356415450572968, 0.2171404886048549]",K1,"[-0.01879158429801464, 0.9998123049736023, 0.0047066705301404]",10.085986232633127,0.0,2.4556656788341646,0.20309869853530862
"[-0.1825032781343907, 4.492070883512497, 0.2171084883320873]",K1,"[-0.01979786902666092, 0.9997944831848145, 0.0043695480562746525]",10.25777439694427,0.0,2.327077285150055,0.2023319158547153
"[-0.2014422668144107, 5.364277049899101, 0.2174474867861136]",K1,"[-0.020845143124461174, 0.9997771382331848, 0.0033296807669103146]",10.180510168179108,0.0,2.1699428155936187,0.201536179592736
"[-0.22098483005538583, 6.231247141957283, 0.21578618988860399]",K1,"[-0.021773995831608772, 0.9997615814208984, -0.00159543682821095]",10.256581325286682,0.0,2.0211462719484423,0.20269401393521824
"[-0.2414411068893969, 7.109807342290878, 0.213008619582979]",K1,"[-0.02251366898417473, 0.9997449517250061, -0.0017545103328302503]",10.929683432626149,0.0,1.8421580760434024,0.20300871521141767
"[-0.2630959264934063, 8.019635275006294, 0.21402059648607974]",K1,"[-0.023154525086283684, 0.9997270107269287, 0.0031097850296646357]",10.939501936913336,0.0,1.5929232157531032,0.19926346329658984
"[-0.28561808727681637, 8.942425280809402, 0.21512734753196128]",K1,"[-0.023755185306072235, 0.9997084736824036, 0.0043017445132136345]",11.148009906797139,0.0,1.4821898140360528,0.19970012973858292
"[-0.30902686389163136, 9.88216495513916, 0.21614326647249982]",K1,"[-0.02432003989815712, 0.9996953010559082, 0.0042213136330246925]",11.355040322725653,0.0,1.3504149966654657,0.19873792193772108
"[-0.33334016567096114, 10.841538891196251, 0.21692114173492882]",K1,"[-0.024794207885861397, 0.99968421459198, 0.004099060781300068]",11.55818939549539,0.0,1.2174659707763573,0.19783836621109607
"[-0.35836278926581144, 11.814497098326683, 0.2172602944792743]",K1,"[-0.025203177705407143, 0.999674916267395, 0.0038541366811841726]",11.72399006355631,0.0,1.0673920945737272,0.19724449454928433
"[-0.3841611905954778, 12.803521290421486, 0.21738705915777246]",K1,"[-0.025587905198335648, 0.9996657967567444, 0.0036980435252189636]",11.925450075835997,0.0,0.882760501554741,0.19739474626009088
"[-0.4106531599536538, 13.811341732740402, 0.2173316555454221]",K1,"[-0.025881100445985794, 0.99965900182724, 0.003469994757324457]",12.164208071001651,0.0,0.7330169328244788,0.19690234914539234
"[-0.43767894245684147, 14.831582725048065, 0.21724401380197378]",K1,"[-0.02611548826098442, 0.9996533393859863, 0.003341170260682702]",12.355534137133084,0.0,0.6365631161451664,0.19562757415128984
"[-0.4652736815623939, 15.866885855793953, 0.21717381061989727]",K1,"[-0.026275470852851868, 0.9996495246887207, 0.0032234780956059694]",12.490219570420823,0.0,0.4479050474464047,0.1957841742222332
"[-0.4934308943338692, 16.920175582170486, 0.21715243405378715]",K1,"[-0.026349565014243126, 0.9996480345726013, 0.003087277989834547]",12.682644707418508,0.0,0.3655303752027693,0.19536623214376175
"[-0.5162153961136937, 17.76948644220829, 0.2171518413015292]",K1,"[-0.02640622667968273, 0.9996467232704163, 0.0030139917507767677]",12.802585991170176,0.0,0.2099003812197109,0.1953274041565325
"[-0.5449919542297721, 18.848842203617096, 0.2172098198752792]",K1,"[-0.02636958658695221, 0.9996482133865356, 0.002852844540029764]",13.015674965954744,0.0,0.1386190768616071,0.19502048178151055
"[-0.5740011357702315, 19.939143538475037, 0.21723075420413807]",K1,"[-0.02627323567867279, 0.9996512532234192, 0.002645099302753806]",13.13974223938488,0.0,0.007633305659356428,0.1946608838583423
"[-0.5973841398954391, 20.823402851819992, 0.2172091581451241]",K1,"[-0.026165662333369255, 0.9996544122695923, 0.0025137457996606827]",13.335995475263687,0.0,-0.1258156289561716,0.19513257739029638
"[-0.6266394890844822, 21.938593849539757, 0.21718541594282215]",K1,"[-0.026039229705929756, 0.9996579885482788, 0.0024298394564539194]",13.438097849945452,0.0,-0.2125083063626845,0.19451748777875086
"[-0.6501654461026192, 22.842530876398087, 0.21712851708116432]",K1,"[-0.025867804884910583, 0.9996628165245056, 0.0022892337292432785]",13.582434729565374,0.0,-0.2865844602312501,0.19457555864181447
"[-0.6795165212824941, 23.98191212117672, 0.21707398652233678]",K1,"[-0.025625556707382202, 0.9996693134307861, 0.002142108278349042]",13.725421159471178,0.0,-0.37291032668960583,0.19445572438342612
"[-0.7089011780917645, 25.134514525532722, 0.21700249005880323]",K1,"[-0.025376221165060997, 0.9996758699417114, 0.002017397666350007]",13.897377974622096,0.0,-0.4758765741523188,0.19459511657591708
"[-0.7382760103791952, 26.303779006004333, 0.2169555129858054]",K1,"[-0.02504711225628853, 0.9996844530105591, 0.0019217502558603883]",14.109339830336237,0.0,-0.5942599068784776,0.19466241268960355
"[-0.767403316218406, 27.48246258497238, 0.21697710563785222]",K1,"[-0.024654019623994827, 0.9996943473815918, 0.0018625049851834774]",14.195486030228206,0.0,-0.7116207050085264,0.19446543191145166
"[-0.7964233262464404, 28.673945292830467, 0.21704795767072937]",K1,"[-0.02427247352898121, 0.9997036457061768, 0.001845745136961341]",14.402488533676454,0.0,-0.8015683326595628,0.1950957679913402
"[-0.8253394030034542, 29.88174031674862, 0.21704804492947005]",K1,"[-0.023823246359825134, 0.9997146725654602, 0.0017301928019151092]",14.561845077537594,0.0,-0.8968137500427769,0.19475951977044298
"[-0.853859402704984, 31.09841364622116, 0.2170834804965125]",K1,"[-0.02332390286028385, 0.9997265934944153, 0.0016671351622790098]",14.711651492824203,0.0,-0.980848801169568,0.19477202881786007
"[-0.8820998896844685, 32.32750388979912, 0.21710079252443393]",K1,"[-0.022779399529099464, 0.9997391700744629, 0.0016176349017769098]",14.806989574146563,0.0,-1.0480961520297405,0.19473772077015156
"[-0.9100617072544992, 33.5725414454937, 0.21710509995318716]",K1,"[-0.02228226326406002, 0.9997506141662598, 0.0015170006081461906]",15.006761704964212,0.0,-1.0990381990239644,0.19503228710513
"[-0.9374081087298691, 34.82600337266922, 0.2171053402742018]",K1,"[-0.02168184332549572, 0.9997637867927551, 0.0014913893537595868]",15.118050857891516,0.0,-1.167901679979718,0.19459480405266133
"[-0.95893510337919, 35.8393335044384, 0.21726830695115495]",K1,"[-0.021169714629650116, 0.9997748136520386, 0.0014872354222461581]",15.147842770385585,0.0,-1.2205281629484626,0.19483036073569943
"[-0.9850823762826622, 37.107418805360794, 0.21708303895866266]",K1,"[-0.020497629418969154, 0.9997898936271667, -0.0001252622896572575]",15.080342624955614,0.0,-1.274000475755248,0.19566671132284338
"[-1.0054074805229902, 38.12330496311188, 0.21598509399336763]",K1,"[-0.019940562546253204, 0.999797523021698, -0.002685780869796872]",15.15548171126225,0.0,-1.3069264237964158,0.1972621224841485
"[-1.030145063996315, 39.39974510669708, 0.21498633327428252]",K1,"[-0.01916024647653103, 0.9998136162757874, -0.0023759696632623672]",15.407059180314041,0.0,-1.3129039265399993,0.19726117992514997
"[-1.0542038837447762, 40.69111478328705, 0.21558117785025388]",K1,"[-0.01842319406569004, 0.9998303055763245, 4.017329410999082e-05]",15.541426614095048,0.0,-1.37528413530663,0.1966089660244686
"[-1.0775283207185566, 41.997738629579544, 0.21597350676665883]",K1,"[-0.01764192059636116, 0.9998435974121094, 0.001227454631589353]",15.694266607780584,0.0,-1.445438942783594,0.19697580430225625
"[-1.100071229506284, 43.312553972005844, 0.2162982974186889]",K1,"[-0.01692664436995983, 0.9998555779457092, 0.001517993165180087]",15.879978267633382,0.0,-1.4506053033975312,0.19654440284247054
"[-1.12167743826285, 44.639445185661316, 0.21671908006101148]",K1,"[-0.016102399677038193, 0.999869167804718, 0.0015319754602387547]",16.015472272783224,0.0,-1.499885952538737,0.196237583598604
"[-1.1423561330884695, 45.982254803180695, 0.21694300382660003]",K1,"[-0.015178140252828598, 0.9998835325241089, 0.0015991649124771357]",16.166936434770157,0.0,-1.5347680998554944,0.19630891153099328
"[-1.1621365144383162, 47.33292153477669, 0.21684068923423183]",K1,"[-0.01441667415201664, 0.9998952150344849, 0.0012541100149974227]",16.289837819611225,0.0,-1.537116395534859,0.1960037580229197
"[-1.1807497052941471, 48.69523224234581, 0.2167896370337985]",K1,"[-0.013485945761203766, 0.9999082684516907, 0.0013254884397611022]",16.47103530738078,0.0,-1.5767984153549008,0.19616722293614283
"[-1.194950262317434, 49.79592263698578, 0.21660568876177422]",K1,"[-0.012724043801426888, 0.9999184608459473, 0.0010508049745112658]",16.54395370174358,0.0,-1.5749391429986173,0.19557499625607044
"[-1.2117365279700607, 51.17894583940506, 0.21643205166765256]",K1,"[-0.011914936825633049, 0.9999285936355591, 0.0009238325292244554]",16.71100709715258,0.0,-1.5726886227728427,0.19571302080123026
"[-1.2273904331959784, 52.57748290896416, 0.2163178367263754]",K1,"[-0.011020811274647713, 0.9999389052391052, 0.0008625296177342534]",16.839924853896797,0.0,-1.6066082298294384,0.1954938210580323
"[-1.2418482019566, 53.983049005270004, 0.21622470815782435]",K1,"[-0.010134182870388031, 0.9999483823776245, 0.0008028204319998622]",17.025933657842955,0.0,-1.5842030374280542,0.19508375113377316
"[-1.255173368845135, 55.399694353342056, 0.21618156612385064]",K1,"[-0.00926952064037323, 0.9999567270278931, 0.0007196012302301824]",17.12132735320612,0.0,-1.5944139124004544,0.19453326933923054
"[-1.2673376323655248, 56.83159786462784, 0.21616371064919804]",K1,"[-0.008358216844499111, 0.9999648928642273, 0.0006190313724800944]",17.24243187950286,0.0,-1.604190114259545,0.19471351350806626
"[-1.2761845015920699, 57.97978302836418, 0.21620524232457683]",K1,"[-0.00764921260997653, 0.999970555305481, 0.0006150529952719808]",17.31948295405112,0.0,-1.5689461135041294,0.19424963883643281
"[-1.2861763552064076, 59.4311948120594, 0.21628819235775154]",K1,"[-0.006664658896625042, 0.9999776482582092, 0.0006140396581031382]",17.495473939310756,0.0,-1.5459679839307041,0.1940790790612636
"[-1.2933187758317217, 60.59475049376488, 0.21638956176866486]",K1,"[-0.0059500522911548615, 0.9999820590019226, 0.0006213607848621905]",17.56334290365995,0.0,-1.5263899781685042,0.19339533885526222
"[-1.3012478401651606, 62.065281957387924, 0.21652317087500705]",K1,"[-0.005123751703649759, 0.9999866485595703, 0.000653220631647855]",17.72144044104041,0.0,-1.5072378087223963,0.19334726580014644
"[-1.3078473302302882, 63.541824609041214, 0.21667760914897372]",K1,"[-0.004186497535556555, 0.9999909996986389, 0.0006276280619204044]",17.816868287278425,0.0,-1.4969013512703848,0.1927504905780433
"[-1.3132807032670826, 65.02865913510323, 0.21676779922472633]",K1,"[-0.003353030188009143, 0.999994158744812, 0.0006040467415004969]",17.92840268493442,0.0,-1.4643854834584398,0.19255511606261605
"[-1.3173663872876205, 66.53014555573463, 0.21688909863951267]",K1,"[-0.002423725090920925, 0.9999968409538269, 0.0005865705898031592]",18.059445049771245,0.0,-1.4365566249063333,0.1921695471773615
"[-1.3202114908781368, 68.03722974658012, 0.2169580729369045]",K1,"[-0.0015369703760370612, 0.9999986886978149, 0.0005276196170598269]",18.181710108329632,0.0,-1.3946046855810323,0.1915679671644085
"[-1.3215820282930508, 69.2527967095375, 0.21702331168489764]",K1,"[-0.000863041786942631, 0.999999463558197, 0.0005167503259144723]",18.26723968127635,0.0,-1.348783439679085,0.19095569589030226
"[-1.3221278337837248, 70.77769872546196, 0.21708295671851374]",K1,"[1.0524659046495799e-05, 0.9999999403953552, 0.0004730840737465769]",18.423194064911037,0.0,-1.3071971123164772,0.1904804713434845
"[-1.321424947687774, 72.31226342916489, 0.21712231962692385]",K1,"[0.0008586158510297537, 0.9999995827674866, 0.0003980806504841894]",18.504651169167563,0.0,-1.255488186460462,0.1895104332090979
"[-1.3194617571425624, 73.86105248332024, 0.21717713846896913]",K1,"[0.001673464779742062, 0.9999985098838806, 0.00034661011886782944]",18.628576605588663,0.0,-1.1904554736424817,0.18899658636898908
"[-1.3162717425148003, 75.4146683216095, 0.2172194697791383]",K1,"[0.0024571313988417387, 0.9999969601631165, 0.00032189578632824123]",18.756483130574274,0.0,-1.1322044384016432,0.1881655163403187
"[-1.311905542621389, 76.97757655382156, 0.21727074081809405]",K1,"[0.0032034844625741243, 0.9999948740005493, 0.00027605140348896384]",18.816979157589927,0.0,-1.079065764374744,0.187323609814729
"[-1.3063312817830592, 78.55438750982285, 0.21735295758480788]",K1,"[0.0039540743455290794, 0.9999921321868896, 0.0002323879743926227]",18.94507526474191,0.0,-1.024226728121587,0.18698969733510362
"[-1.2996248946292326, 80.1355129480362, 0.21741159547696043]",K1,"[0.00464937137439847, 0.9999891519546509, 0.00018476929108146578]",19.03856929984528,0.0,-0.9708895969284654,0.18611035848390345
"[-1.2934552021324635, 81.40965551137924, 0.21745524614220813]",K1,"[0.0051920427940785885, 0.9999865293502808, 0.00014907913282513618]",19.132045978408083,0.0,-0.889156757725614,0.1851643044487512
"[-1.2848054639762267, 83.00661766529083, 0.21747316143955686]",K1,"[0.005840865895152092, 0.9999829530715942, 7.934860332170501e-05]",19.25871358589607,0.0,-0.8371211207341264,0.18437863823942685
"[-1.2751149516552687, 84.61216697096825, 0.21750646182408673]",K1,"[0.006446333602070808, 0.9999791979789734, 6.181756361911539e-06]",19.3531246201746,0.0,-0.7935133361982216,0.18351123209475817
"[-1.2644279743544757, 86.23103821277618, 0.2175103106237657]",K1,"[0.006996176205575466, 0.9999755024909973, -9.306331048719585e-05]",19.480073296436185,0.0,-0.7133604664629002,0.18248337669220588
"[-1.2552360615227371, 87.52634328603745, 0.21751104322220272]",K1,"[0.007415550295263529, 0.9999724626541138, -0.00014438963262364268]",19.594242861374454,0.0,-0.6479170454326184,0.18128286906833097
"[-1.2428585509769619, 89.16026094555855, 0.21753036650125068]",K1,"[0.007935600355267525, 0.9999684691429138, -0.00020507063891272992]",19.618481118907088,0.0,-0.6232688349777767,0.18048927737574708
"[-1.2296685550827533, 90.7974665760994, 0.21751935924658028]",K1,"[0.008408833295106888, 0.9999645948410034, -0.0002764821983873844]",19.79976905160574,0.0,-0.5191405032739895,0.1797085614627654
"[-1.215610162122175, 92.44271722435951, 0.2175112295362851]",K1,"[0.008890766650438309, 0.9999604225158691, -0.00034754083026200533]",19.87972659938473,0.0,-0.47809819883308063,0.17823431136695045
"[-1.2008163665886968, 94.10090890526772, 0.21751021284717353]",K1,"[0.00925957690924406, 0.9999570250511169, -0.00041283233440481126]",19.941318078666008,0.0,-0.3920970283572569,0.1771407837743784
"[-1.1885461604688317, 95.42716500163078, 0.2175139748824222]",K1,"[0.0095110097900033, 0.9999546408653259, -0.00045589538058266044]",20.035757524154718,0.0,-0.33455247805903754,0.17638795447006
"[-1.1726279463618994, 97.09948796033859, 0.21748573291506546]",K1,"[0.009739231318235397, 0.9999524354934692, -0.0004933885647915304]",20.090210797148178,0.0,-0.2779688126846356,0.1752525383204553
"[-1.1596629633568227, 98.4368422627449, 0.21745449291665864]",K1,"[0.009883983992040157, 0.9999510049819946, -0.0005412956234067678]",20.194390613615614,0.0,-0.22284785860378278,0.1744436612477176
"[-1.1429699787404388, 100.12168300151825, 0.2175347497104667]",K1,"[0.010057603940367699, 0.999949038028717, -0.0008633832330815494]",20.19003243288513,0.0,-0.17382339828721774,0.1731994563766676
"[-1.1294557065702975, 101.46521601080894, 0.2173898026048846]",K1,"[0.010190260596573353, 0.9999463558197021, -0.0018349341116845608]",20.179398842934404,0.0,-0.11954779693275602,0.17283639872038906
"[-1.1157385911792517, 102.81339108943939, 0.21677324260235764]",K1,"[0.010284804739058018, 0.9999416470527649, -0.0033196399454027414]",20.221633704390015,0.0,-0.0425360808258263,0.1722438591776654
"[-1.0948715233244002, 104.84087833762169, 0.21640736992412712]",K1,"[0.010448107495903969, 0.9999416470527649, -0.0027424204163253307]",20.33143538179163,0.0,-0.011718452878671659,0.17165853681469653
"[-1.0772784175351262, 106.53642058372498, 0.21639774837967707]",K1,"[0.010491005145013332, 0.9999431371688843, -0.0019278458785265684]",20.500098873813982,0.0,0.07122056901301305,0.17002786473776205
"[-1.0631570827681571, 107.9011424779892, 0.21651432201906573]",K1,"[0.010483484715223312, 0.9999441504478455, -0.00134479405824095]",20.53376894732538,0.0,0.1028781164574123,0.16832625952167224
"[-1.04540376807563, 109.6097674369812, 0.21686645557929296]",K1,"[0.010446860454976559, 0.9999450445175171, -0.0008714931318536401]",20.62496981013003,0.0,0.13843949856636553,0.16766137348614082
"[-1.027599094901234, 111.33078753948212, 0.2170990671365871]",K1,"[0.010452819056808949, 0.9999450445175171, -0.0007443344220519066]",20.721980438350293,0.0,0.19497109284145542,0.16626420051483404
"[-1.0134713056031615, 112.70655480027199, 0.2171406011284489]",K1,"[0.010400202125310898, 0.9999456405639648, -0.0007908124825917184]",20.794811075079807,0.0,0.2300358105894087,0.16508808388265872
"[-0.9957188316620886, 114.4404319524765, 0.21718726350900397]",K1,"[0.01033223420381546, 0.9999461770057678, -0.0008979046833701432]",20.894595029322982,0.0,0.2582608563377648,0.16412764861375032
"[-0.9816768441814929, 115.82633316516876, 0.21711787584717968]",K1,"[0.010261299088597298, 0.9999468922615051, -0.00098498968873173]",20.944739662147143,0.0,0.31071184940030183,0.16267011729720932
"[-0.967644146643579, 117.22187507152557, 0.21705954175558873]",K1,"[0.010188305750489235, 0.9999475479125977, -0.0010373760014772415]",20.999609306753964,0.0,0.33200220270997494,0.1619543112745439
"[-0.9502512917388231, 118.96849775314331, 0.2170156114202655]",K1,"[0.010072949342429638, 0.9999486804008484, -0.0010802964679896832]",21.021790653312895,0.0,0.3596249663547259,0.16112993130658926
"[-0.9329823707230389, 120.72708910703659, 0.21694752453186084]",K1,"[0.009954727254807949, 0.9999497532844543, -0.0011545810848474503]",21.201056025806125,0.0,0.4197204565400645,0.16019299293008052
"[-0.9159587430767715, 122.48702853918076, 0.21692210961919045]",K1,"[0.00981375016272068, 0.9999511241912842, -0.0012032081140205264]",21.21734946303847,0.0,0.4456318480933906,0.1583008724489307
"[-0.8991289257537574, 124.25340601801872, 0.21691897546611472]",K1,"[0.009665153920650482, 0.9999524354934692, -0.0012662908993661404]",21.28625073998076,0.0,0.48650948399774047,0.1575906380104881
"[-0.8858475536108017, 125.67430996894836, 0.2169060257028832]",K1,"[0.009498384781181812, 0.9999540448188782, -0.001296325121074915]",21.356534758939425,0.0,0.513543159870495,0.1565791145728552
"[-0.8695440946612507, 127.45210978388786, 0.2168829859165271]",K1,"[0.009292439557611942, 0.9999558925628662, -0.0013479345943778753]",21.40989979271271,0.0,0.5019725297867137,0.15594601906953415
"[-0.8534695918206125, 129.24145632982254, 0.2168990334830596]",K1,"[0.009081659838557243, 0.999957799911499, -0.0013940302887931466]",21.533851516188932,0.0,0.5436480042196402,0.15485194858908655
"[-0.8409705748781562, 130.6708990931511, 0.21688072174219997]",K1,"[0.008867175318300724, 0.9999597072601318, -0.0014310741098597646]",21.541436248884818,0.0,0.5672162106084371,0.15335415500991278
"[-0.8255544505082071, 132.47113773226738, 0.21687748988006206]",K1,"[0.008610980585217476, 0.999961793422699, -0.001493006944656372]",21.620975947466714,0.0,0.6119370073824636,0.15260216789548942
"[-0.8136213307734579, 133.90910056233406, 0.2168762990720552]",K1,"[0.008423578925430775, 0.9999634027481079, -0.0015133525012061]",21.658559220306138,0.0,0.6312315124895231,0.1514752629941893
"[-0.7989895462524146, 135.71987381577492, 0.21686154198323493]",K1,"[0.008160153403878212, 0.999965488910675, -0.0015643204096704721]",21.7242155205342,0.0,0.6522074372712701,0.15075068799727379
"[-0.7848485196009278, 137.53093498945236, 0.21686977941362784]",K1,"[0.007889910601079464, 0.9999675750732422, -0.0016106771072372794]",21.79407867378064,0.0,0.6709016107426985,0.14973895167709617
"[-0.7711473845411092, 139.34760823845863, 0.2168733625862842]",K1,"[0.007610608823597431, 0.9999696612358093, -0.0016516344621777534]",21.863921527960514,0.0,0.6864789352315083,0.1487181163646435
"[-0.7578696822747588, 141.17526006698608, 0.21688306176736205]",K1,"[0.007320540491491556, 0.9999717473983765, -0.001697956002317369]",21.954747293144475,0.0,0.6993716205869965,0.14771670437109627
"[-0.7451222548261285, 143.00287759304047, 0.21689897977353212]",K1,"[0.00702513474971056, 0.9999737739562988, -0.0017374546732753515]",22.0754119462514,0.0,0.7045208646272616,0.14661083036234174
