time,throttle,steering,brakes,x_pos,y_pos,velocity,directions
0.0,0.0,3.618900000000159,0.0,4.2801200834219344e-05,-9.999594550219626,0.00032156851644934493,"[1.7149965060525574e-05, 0.9999881386756897, -0.00487514166161418]"
0.1001669449081803,0.0,3.618900000000159,0.0,-3.583482543945138e-05,-9.999133811201318,0.007643019939982155,"[4.500396698858822e-06, 0.99998539686203, -0.005396614782512188]"
0.2003338898163606,0.0,3.618900000000159,0.0,3.250416739319917e-05,-9.998638723234762,0.0011216514731193018,"[1.916550218084012e-06, 0.9999872446060181, -0.005045032128691673]"
0.3005008347245409,0.0,3.618900000000159,0.0,-4.223111318424344e-06,-9.998130557331024,0.005906379075904536,"[-4.7254336095647886e-05, 0.9999880194664001, -0.004881595727056265]"
0.4006677796327212,0.0,3.618900000000159,0.0,1.3652002508024452e-05,-9.998043535102624,0.0011456630540882338,"[-9.722596587380394e-06, 0.9999898672103882, -0.004492392763495445]"
0.5008347245409015,0.0,3.618900000000159,0.0,-1.1038628571213849e-05,-9.998174778102111,0.0004606673052804351,"[-3.740343527169898e-05, 0.9999905824661255, -0.0043546948581933975]"
0.6010016694490818,0.0,3.618900000000159,0.0,1.6125951560752583e-05,-9.998060749056094,0.0009188114923744989,"[-1.6982645320240408e-05, 0.9999904632568359, -0.004378682468086481]"
0.7011686143572621,0.0,3.618900000000159,0.0,-3.0908227017789613e-06,-9.998200939733579,0.0004634355902949285,"[-2.6035109840449877e-05, 0.9999905824661255, -0.004347346723079681]"
0.8013355592654424,0.0,3.618900000000159,0.0,9.149967354460387e-06,-9.998090093178917,0.00012227645225575926,"[-1.8927574274130166e-05, 0.9999904036521912, -0.0043891919776797295]"
0.9015025041736228,0.0,3.618900000000159,0.0,-3.5379259770706994e-06,-9.998171230917933,0.00013548033450506042,"[-2.5867006115731783e-05, 0.9999904036521912, -0.004382208455353975]"
1.001669449081803,0.0,3.618900000000159,0.0,7.946796699798142e-06,-9.9981082760537,6.66700765484797e-05,"[-1.925921424117405e-05, 0.9999902248382568, -0.004418067634105682]"
1.1018363939899833,0.0,3.618900000000159,0.0,-4.879860853179707e-06,-9.998148988086541,6.353588564007451e-05,"[-2.5496941816527396e-05, 0.9999902248382568, -0.004421947058290243]"
1.2020033388981637,0.0,3.618900000000159,0.0,4.104331082999124e-06,-9.99811337301685,0.00015338350870450337,"[-2.2127220290713012e-05, 0.9999901056289673, -0.004435265902429819]"
1.302170283806344,0.0,3.618900000000159,0.0,-2.609235025374801e-06,-9.998141937623132,5.296171971991444e-05,"[-2.5005589122883976e-05, 0.9999901056289673, -0.004442482255399227]"
1.4023372287145242,0.0,3.618900000000159,0.0,2.372860080868122e-06,-9.998116954895067,3.1893370425478425e-05,"[-2.148766361642629e-05, 0.9999901056289673, -0.004448177758604288]"
1.5025041736227045,0.0,3.618900000000159,0.0,-3.1719193884782726e-06,-9.998138614059599,0.00011537094910745977,"[-2.3942113330122083e-05, 0.9999901056289673, -0.004451633896678686]"
1.6026711185308848,0.0,3.618900000000159,0.0,2.3521455432273797e-06,-9.998122153343502,6.292131356826919e-05,"[-2.0059502276126295e-05, 0.9999900460243225, -0.004457273054867983]"
1.7028380634390652,0.0,3.618900000000159,0.0,-1.9360458622941223e-06,-9.998140196752047,7.531775007645384e-05,"[-2.3881837478256784e-05, 0.9999900460243225, -0.004460797645151615]"
1.8030050083472455,0.0,3.618900000000159,0.0,1.9125814105791505e-06,-9.998124094131072,1.0008438050449375e-05,"[-1.998082734644413e-05, 0.9999900460243225, -0.004467871505767107]"
1.9031719532554257,0.0,3.618900000000159,0.0,-1.8801952137437183e-06,-9.998137791953127,2.818424946963264e-06,"[-2.1676349206245504e-05, 0.9999900460243225, -0.004471693653613329]"
2.003338898163606,0.0,3.6323999999999694,0.0,-3.3912863273144467e-07,-9.998127208345096,9.086240538207594e-05,"[-2.2606724087381735e-05, 0.999989926815033, -0.004477435257285833]"
2.1035058430717863,0.0,3.6323999999999694,0.0,-2.4594469891781046e-06,-9.99813952608406,0.00012817113761089493,"[-2.297566970810294e-05, 0.999989926815033, -0.004476909060031176]"
2.2036727879799667,0.0,3.6323999999999694,0.0,-2.5739376496858313e-07,-9.998127361771026,0.00013979486321949003,"[-2.1966856365907006e-05, 0.999989926815033, -0.0044802650809288025]"
